species,spec_code,nutrient,value,sample_size,variance,sample_form,prep_form,environment
Galeorhinus_galeus,4642,Protein,18.77,,,muscle,wet,marine
Galeorhinus_galeus,4642,Omega_3,0.130673896,,,muscle,wet,marine
Sparus_aurata,1164,Protein,21.96,,,muscle,wet,marine
Sparus_aurata,1164,Omega_3,0.330700392,,,muscle,wet,marine
Sparus_aurata,1164,Protein,21.96,,,muscle,wet,marine
Sparus_aurata,1164,Omega_3,1.32005688,,,muscle,wet,marine
Sparus_aurata,1164,Protein,21.96,,,muscle,wet,marine
Sparus_aurata,1164,Omega_3,1.04091629,,,muscle,wet,marine
Scomber_japonicus,117,Protein,21.77,,,muscle,wet,marine
Scomber_japonicus,117,Omega_3,0.82,,,muscle,wet,marine
Pagrus_auriga,5066,Protein,19.93,,,muscle,wet,marine
Pagrus_auriga,5066,Omega_3,0.177692512,,,muscle,wet,marine
Pagrus_auriga,5066,Protein,19.93,,,muscle,wet,marine
Pagrus_auriga,5066,Omega_3,0.203023102,,,muscle,wet,marine
Trachurus_trachurus,1365,Protein,21.9,,,muscle,wet,marine
Trachurus_trachurus,1365,Omega_3,0.621551978,,,muscle,wet,marine
Trachurus_trachurus,1365,Protein,21.9,,,muscle,wet,marine
Trachurus_trachurus,1365,Omega_3,1.299352704,,,muscle,wet,marine
Trachurus_trachurus,1365,Protein,21.9,,,muscle,wet,marine
Trachurus_trachurus,1365,Omega_3,0.36178213,,,muscle,wet,marine
Trachurus_trachurus,1365,Protein,21.9,,,muscle,wet,marine
Trachurus_trachurus,1365,Omega_3,0.39491024,,,muscle,wet,marine
Solea_solea,525,Protein,20.12,,,muscle,wet,marine
Solea_solea,525,Omega_3,0.347501328,,,muscle,wet,marine
Solea_solea,525,Protein,20.12,,,muscle,wet,marine
Solea_solea,525,Omega_3,0.266729372,,,muscle,wet,marine
Solea_solea,525,Protein,20.12,,,muscle,wet,marine
Solea_solea,525,Omega_3,0.14308475,,,muscle,wet,marine
Solea_solea,525,Protein,20.12,,,muscle,wet,marine
Solea_solea,525,Omega_3,0.273516202,,,muscle,wet,marine
Dicentrarchus_labrax,63,Protein,19.8,,,muscle,wet,marine
Dicentrarchus_labrax,63,Omega_3,0.119760512,,,muscle,wet,marine
Dicentrarchus_labrax,63,Protein,19.8,,,muscle,wet,marine
Dicentrarchus_labrax,63,Omega_3,0.529235228,,,muscle,wet,marine
Merluccius_merluccius,30,Protein,19.4,,,muscle,wet,marine
Merluccius_merluccius,30,Omega_3,0.17280528,,,muscle,wet,marine
Merluccius_merluccius,30,Protein,19.4,,,muscle,wet,marine
Merluccius_merluccius,30,Omega_3,0.220885512,,,muscle,wet,marine
Merluccius_merluccius,30,Protein,19.4,,,muscle,wet,marine
Merluccius_merluccius,30,Omega_3,0.2491245,,,muscle,wet,marine
Merluccius_merluccius,30,Protein,19.4,,,muscle,wet,marine
Merluccius_merluccius,30,Omega_3,0.19415825,,,muscle,wet,marine
Aetomylaeus_bovinus,5011,Omega_3,0.1,,,muscle,wet,marine
Xiphias_gladius,226,Protein,22.9,,,muscle,wet,marine
Xiphias_gladius,226,Omega_3,0.25,,,muscle,wet,marine
Merluccius_merluccius,30,Protein,23.2,,,muscle,wet,marine
Merluccius_merluccius,30,Omega_3,0.255426692,,,muscle,wet,marine
Merluccius_merluccius,30,Protein,23.2,,,muscle,wet,marine
Merluccius_merluccius,30,Omega_3,0.445570576,,,muscle,wet,marine
Pleuronectes_platessa,1342,Protein,21.23,,,muscle,wet,marine
Pleuronectes_platessa,1342,Omega_3,0.21,,,muscle,wet,marine
Lophius_piscatorius,716,Protein,21.23,,,muscle,wet,marine
Lophius_piscatorius,716,Omega_3,0.17,,,muscle,wet,marine
Scophthalmus_maximus,1348,Protein,20.42,,,muscle,wet,marine
Scophthalmus_maximus,1348,Omega_3,0.29399881,,,muscle,wet,marine
Scophthalmus_maximus,1348,Protein,20.42,,,muscle,wet,marine
Scophthalmus_maximus,1348,Omega_3,0.196652379,,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Protein,20.64,,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Omega_3,1.637718624,,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Protein,20.64,,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Omega_3,0.832774544,,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Protein,20.64,,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Omega_3,0.798976616,,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Protein,20.64,,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Omega_3,1.60474864,,,muscle,wet,marine
Mullus_surmuletus,1327,Protein,20.25,,,muscle,wet,marine
Mullus_surmuletus,1327,Protein,19.66,,,muscle,wet,marine
Sarpa_salpa,204,Protein,20.9,,,muscle,wet,marine
Sarpa_salpa,204,Omega_3,0.19,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Protein,20.9,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Omega_3,0.260670993,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Protein,20.9,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Omega_3,0.290345802,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Protein,20.9,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Omega_3,0.391748985,,,muscle,wet,marine
Lepidorhombus_whiffiagonis,28,Protein,20.15,,,muscle,wet,marine
Lepidorhombus_whiffiagonis,28,Omega_3,0.51,,,muscle,wet,marine
Lepidorhombus_whiffiagonis,28,Protein,19.65,,,muscle,wet,marine
Lepidorhombus_whiffiagonis,28,Omega_3,0.51,,,muscle,wet,marine
Oncorhynchus_mykiss,239,Omega_3,1.6,,,muscle,wet,mixed
Sprattus_sprattus,1357,Vitamin_A,142.3,1,4.4,muscle,wet,marine
Sprattus_sprattus,1357,Omega_3,0.4357105,,0.039411,muscle,wet,marine
Ponticola_ratan,25980,Vitamin_A,8.9,1,0.1,muscle,wet,marine
Ponticola_ratan,25980,Omega_3,0.23634998,,0.020247,muscle,wet,marine
Trachurus_mediterraneus,1278,Vitamin_A,32.7,1,0.3,muscle,wet,marine
Trachurus_mediterraneus,1278,Omega_3,0.72192472,,0.0596632,muscle,wet,marine
Alosa_immaculata,105,Vitamin_A,22.3,1,0.2,muscle,wet,marine
Alosa_immaculata,105,Omega_3,2.74531508,,0.25464495,muscle,wet,marine
Coilia_dussumieri,625,Protein,13.2,1,,unknown,wet,marine
Coilia_dussumieri,625,Zinc,1.25,1,,unknown,wet,marine
Coilia_dussumieri,625,Calcium,449,2,,unknown,wet,marine
Coilia_dussumieri,625,Iron,4.5,2,,unknown,wet,marine
Setipinna_taty,611,Protein,19.3,1,,whole,wet,marine
Setipinna_taty,611,Zinc,1.6,1,,whole,wet,marine
Setipinna_taty,611,Calcium,327,1,,whole,wet,marine
Setipinna_taty,611,Iron,2.3,1,,whole,wet,marine
Setipinna_taty,611,Vitamin_A,8,1,,whole,wet,marine
Protonibea_diacanthus,4571,Protein,18.6,4,3.7,whole_parts,wet,marine
Protonibea_diacanthus,4571,Zinc,0.65,4,0.38,whole_parts,wet,marine
Protonibea_diacanthus,4571,Calcium,32,1,,whole_parts,wet,marine
Protonibea_diacanthus,4571,Iron,0.4,4,0.1,whole_parts,wet,marine
Protonibea_diacanthus,4571,Vitamin_A,17,1,,whole_parts,wet,marine
Corica_soborna,1566,Protein,16.1,1,,whole,wet,mixed
Corica_soborna,1566,Zinc,3.1,2,,whole,wet,mixed
Corica_soborna,1566,Calcium,489,5,95,whole,wet,mixed
Corica_soborna,1566,Iron,2.4,3,0.7,whole,wet,mixed
Corica_soborna,1566,Vitamin_A,38,1,,whole,wet,mixed
Lates_calcarifer,346,Protein,18.6,8,2.1,whole_parts,wet,mixed
Lates_calcarifer,346,Zinc,0.16,6,0.13,whole_parts,wet,mixed
Lates_calcarifer,346,Calcium,24,1,,whole_parts,wet,mixed
Lates_calcarifer,346,Iron,1,8,0.9,whole_parts,wet,mixed
Lates_calcarifer,346,Vitamin_A,8,1,,whole_parts,wet,mixed
Glossogobius_giuris,4833,Protein,14.7,4,0.5,whole_parts,wet,mixed
Glossogobius_giuris,4833,Zinc,0.93,2,,whole_parts,wet,mixed
Glossogobius_giuris,4833,Calcium,397,3,46,whole_parts,wet,mixed
Glossogobius_giuris,4833,Iron,1.2,3,0.3,whole_parts,wet,mixed
Tenualosa_ilisha,1596,Protein,18,23,3.2,whole_parts,wet,mixed
Tenualosa_ilisha,1596,Zinc,0.54,7,0.64,whole_parts,wet,mixed
Tenualosa_ilisha,1596,Calcium,86,5,54,whole_parts,wet,mixed
Tenualosa_ilisha,1596,Iron,1.3,10,1,whole_parts,wet,mixed
Leptomelanosoma_indicum,4469,Protein,20.3,2,,unknown,wet,marine
Leptomelanosoma_indicum,4469,Zinc,1.35,2,,unknown,wet,marine
Leptomelanosoma_indicum,4469,Calcium,53,1,,unknown,wet,marine
Leptomelanosoma_indicum,4469,Iron,0.5,2,,unknown,wet,marine
Scomberomorus_guttatus,123,Protein,20.9,4,1.5,unknown,wet,marine
Scomberomorus_guttatus,123,Zinc,0.78,4,0.41,unknown,wet,marine
Scomberomorus_guttatus,123,Calcium,35,1,,unknown,wet,marine
Scomberomorus_guttatus,123,Iron,0.8,4,0.1,unknown,wet,marine
Scomberomorus_commerson,121,Protein,19.8,1,,unknown,wet,marine
Scomberomorus_commerson,121,Zinc,0.4,1,,unknown,wet,marine
Scomberomorus_commerson,121,Calcium,92,1,,unknown,wet,marine
Scomberomorus_commerson,121,Iron,2,1,,unknown,wet,marine
Scomberomorus_commerson,121,Vitamin_A,30,1,,unknown,wet,marine
Chelon_parsia,4668,Protein,18.7,2,,unknown,wet,mixed
Chelon_parsia,4668,Zinc,1.43,1,,unknown,wet,mixed
Chelon_parsia,4668,Calcium,1050,1,,unknown,wet,mixed
Chelon_parsia,4668,Iron,2.1,1,,unknown,wet,mixed
Parastromateus_niger,1947,Protein,19.6,3,0.8,whole_parts,wet,marine
Parastromateus_niger,1947,Zinc,0.48,3,0.25,whole_parts,wet,marine
Parastromateus_niger,1947,Calcium,286,1,,whole_parts,wet,marine
Parastromateus_niger,1947,Iron,0.9,4,1,whole_parts,wet,marine
Pampus_chinensis,8187,Protein,15.9,3,1.5,whole_parts,wet,marine
Pampus_chinensis,8187,Zinc,0.59,3,0.26,whole_parts,wet,marine
Pampus_chinensis,8187,Calcium,200,1,,whole_parts,wet,marine
Pampus_chinensis,8187,Iron,0.4,4,0.3,whole_parts,wet,marine
Pampus_argenteus,491,Protein,17.9,1,,unknown,wet,marine
Pampus_argenteus,491,Zinc,0.27,1,,unknown,wet,marine
Pampus_argenteus,491,Calcium,13,1,,unknown,wet,marine
Pampus_argenteus,491,Iron,0.5,1,,unknown,wet,marine
Xenentodon_cancila,10124,Protein,16.6,3,1.1,unknown,wet,mixed
Xenentodon_cancila,10124,Zinc,0.94,1,,unknown,wet,mixed
Xenentodon_cancila,10124,Calcium,210,1,,unknown,wet,mixed
Xenentodon_cancila,10124,Iron,0.8,1,,unknown,wet,mixed
Xenentodon_cancila,10124,Vitamin_A,65,1,,unknown,wet,mixed
Euthynnus_affinis,96,Protein,25,7,1.3,whole_parts,wet,marine
Euthynnus_affinis,96,Zinc,0.27,7,0.07,whole_parts,wet,marine
Euthynnus_affinis,96,Calcium,16,1,,whole_parts,wet,marine
Euthynnus_affinis,96,Iron,1.3,7,0.3,whole_parts,wet,marine
Euthynnus_affinis,96,Vitamin_A,31,1,,whole_parts,wet,marine
Corica_soborna,1566,Zinc,2.63,4,0.33,whole_parts,wet,mixed
Corica_soborna,1566,Iron,1.89,4,1.3,whole_parts,wet,mixed
Corica_soborna,1566,Selenium,13.4,4,5,whole_parts,wet,mixed
Eleotris_fusca,8034,Zinc,1.71,4,0.31,whole_parts,wet,mixed
Eleotris_fusca,8034,Iron,0.55,4,0.1,whole_parts,wet,mixed
Eleotris_fusca,8034,Selenium,64.8,4,14.9,whole_parts,wet,mixed
Glossogobius_giuris,4833,Zinc,1.85,4,0.2,whole_parts,wet,mixed
Glossogobius_giuris,4833,Iron,1.34,4,0.7,whole_parts,wet,mixed
Glossogobius_giuris,4833,Selenium,50.4,4,16.6,whole_parts,wet,mixed
Hyporhamphus_limbatus,8313,Zinc,0.84,4,0.13,whole_parts,wet,mixed
Hyporhamphus_limbatus,8313,Selenium,15.1,4,16.5,whole_parts,wet,mixed
Stolephorus_tri,577,Zinc,2.84,4,0.32,whole_parts,wet,marine
Stolephorus_tri,577,Iron,1.52,4,0.5,whole_parts,wet,marine
Stolephorus_tri,577,Selenium,43.8,4,6.5,whole_parts,wet,marine
Xenentodon_cancila,10124,Zinc,1.83,4,0.35,whole_parts,wet,mixed
Xenentodon_cancila,10124,Iron,0.59,4,0.1,whole_parts,wet,mixed
Xenentodon_cancila,10124,Selenium,36.6,4,23.1,whole_parts,wet,mixed
Lates_calcarifer,346,Protein,22,4,,muscle,wet,mixed
Lutjanus_malabaricus,162,Protein,18.1,4,,muscle,wet,marine
Epinephelus_sexfasciatus,4825,Protein,18.9,4,,muscle,wet,marine
Scomberomorus_commerson,121,Protein,21.5,4,,muscle,wet,marine
Seriolina_nigrofasciata,1962,Protein,18.1,4,,muscle,wet,marine
Parastromateus_niger,1947,Protein,20.4,4,,muscle,wet,marine
Rastrelliger_brachysoma,109,Protein,21.1,4,,muscle,wet,marine
Pampus_argenteus,491,Protein,19.4,4,,muscle,wet,marine
Macrourus_berglax,331,Protein,16.7,3,,muscle,wet,marine
Mora_moro,1734,Protein,17.6,3,,muscle,wet,marine
Centroscymnus_coelolepis,662,Protein,20.8,3,,muscle,wet,marine
Centroscyllium_fabricii,656,Protein,17.1,3,,muscle,wet,marine
Centrophorus_squamosus,653,Protein,20,3,,muscle,wet,marine
Etmopterus_princeps,683,Protein,19.7,3,,muscle,wet,marine
Hydrolagus_affinis,5441,Protein,18.3,3,,muscle,wet,marine
Deania_calcea,670,Protein,22.6,3,,muscle,wet,marine
Alepocephalus_bairdii,230,Protein,10.1,3,,muscle,wet,marine
Alepocephalus_agassizii,9171,Protein,10.3,3,,muscle,wet,marine
Notothenia_neglecta,58010,Protein,19.1,3,,muscle,wet,marine
Gobionotothen_gibberifrons,7041,Protein,18.5,13,,muscle,wet,marine
Chaenocephalus_aceratus,473,Protein,17.3,10,,muscle,wet,marine
Champsocephalus_gunnari,474,Protein,17,3,,muscle,wet,marine
Hyperoglyphe_antarctica,496,Protein,19,1,,muscle,wet,marine
Odax_pullus,12840,Protein,17.9,1,,muscle,wet,marine
Hyporhamphus_ihi,13135,Protein,20.6,1,,muscle,wet,marine
Polyprion_oxygeneios,350,Protein,19.8,1,,muscle,wet,marine
Arripis_trutta,5048,Protein,21.2,1,,muscle,wet,marine
Mustelus_lenticulatus,5933,Protein,21.4,1,,muscle,wet,marine
Galeorhinus_galeus,4642,Protein,21.2,1,,muscle,wet,marine
Squalus_acanthias,139,Protein,18.8,1,,muscle,wet,marine
Sardina_pilchardus,1350,Protein,20.36,1,,muscle,wet,marine
Sardina_pilchardus,1350,Protein,20.43,1,,muscle,wet,marine
Sardina_pilchardus,1350,Protein,24.77,1,,muscle,wet,marine
Sardina_pilchardus,1350,Protein,23.98,1,,muscle,wet,marine
Dicentrarchus_labrax,63,Protein,18.74,1,,muscle,wet,marine
Dicentrarchus_labrax,63,Protein,19.75,1,,muscle,wet,marine
Dicentrarchus_labrax,63,Protein,21.38,1,,muscle,wet,marine
Dicentrarchus_labrax,63,Protein,21.79,1,,muscle,wet,marine
Trachurus_mediterraneus,1278,Protein,21,,,muscle,wet,marine
Trachurus_mediterraneus,1278,Protein,20.3,,,muscle,wet,marine
Trachurus_mediterraneus,1278,Protein,19.7,,,muscle,wet,marine
Trachurus_mediterraneus,1278,Protein,20.2,,,muscle,wet,marine
Trachurus_mediterraneus,1278,Protein,20.9,,,muscle,wet,marine
Trachurus_mediterraneus,1278,Protein,20.2,,,muscle,wet,marine
Trachurus_mediterraneus,1278,Protein,20.1,,,muscle,wet,marine
Trachurus_mediterraneus,1278,Protein,20.4,,,muscle,wet,marine
Trachurus_mediterraneus,1278,Protein,20.1,,,muscle,wet,marine
Trachurus_mediterraneus,1278,Protein,20.2,,,muscle,wet,marine
Trachurus_mediterraneus,1278,Protein,20.4,,,muscle,wet,marine
Trachurus_mediterraneus,1278,Protein,20.5,,,muscle,wet,marine
Etrumeus_teres,1455,Protein,22.25,1,,muscle,wet,marine
Etrumeus_teres,1455,Protein,19.94,1,,muscle,wet,marine
Etrumeus_teres,1455,Protein,20.41,1,,muscle,wet,marine
Chelidonichthys_lucerna,1366,Protein,19.94,1,,muscle,wet,marine
Chelidonichthys_lucerna,1366,Protein,19.5,1,,muscle,wet,marine
Chelidonichthys_lucerna,1366,Protein,18.96,1,,muscle,wet,marine
Pampus_punctatissimus,59625,Protein,18.6,5,,muscle,wet,marine
Thunnus_orientalis,14290,Protein,26.1,3,,muscle,wet,marine
Dentex_dentex,439,Protein,21.95,1,,muscle,wet,marine
Sciaena_umbra,1707,Protein,20.76,1,,muscle,wet,marine
Diplodus_puntazzo,1749,Protein,19.24,1,,muscle,wet,marine
Diplodus_puntazzo,1749,Protein,19.24,1,,muscle,wet,marine
Scomber_japonicus,117,Protein,21.73,,,muscle,wet,marine
Merluccius_merluccius,30,Protein,18.59,,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Protein,18.97,1,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Protein,17.9,1,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Protein,20.43,1,,muscle,wet,marine
Dicentrarchus_labrax,63,Protein,19.2,,,muscle,wet,marine
Dicentrarchus_labrax,63,Zinc,1.0682,,,muscle,wet,marine
Dicentrarchus_labrax,63,Iron,1.54595,,,muscle,wet,marine
Liza_aurata,1735,Protein,21.3,1,,muscle,wet,marine
Liza_aurata,1735,Zinc,0.193032,1,,muscle,wet,marine
Liza_aurata,1735,Calcium,6.9048,1,,muscle,wet,marine
Liza_aurata,1735,Iron,0.155232,1,,muscle,wet,marine
Liza_aurata,1735,Selenium,1.008,1,,muscle,wet,marine
Clupeonella_cultriventris,1470,Protein,18.4,1,,muscle,wet,marine
Clupeonella_cultriventris,1470,Zinc,0.503116,1,,muscle,wet,marine
Clupeonella_cultriventris,1470,Calcium,24.1776,1,,muscle,wet,marine
Clupeonella_cultriventris,1470,Iron,0.13432,1,,muscle,wet,marine
Clupeonella_cultriventris,1470,Selenium,1.168,1,,muscle,wet,marine
Gadus_morhua,69,Protein,17.4,1,,muscle,wet,marine
Clupea_harengus,24,Protein,18.1,1,,muscle,wet,marine
Salmo_salar,236,Protein,18.4,1,,muscle,wet,marine
Theragra_chalcogramma,318,Protein,12.2,1,,muscle,wet,marine
Limanda_aspera,520,Protein,13.4,1,,muscle,wet,marine
Pagellus_bogaraveo,890,Zinc,0.256,6,,muscle,wet,marine
Pagellus_bogaraveo,890,Calcium,64,6,,muscle,wet,marine
Pagellus_bogaraveo,890,Iron,0.136,6,,muscle,wet,marine
Pagellus_bogaraveo,890,Selenium,84,6,,muscle,wet,marine
Pagellus_bogaraveo,890,Zinc,0.263,6,,muscle,wet,marine
Pagellus_bogaraveo,890,Calcium,39,6,,muscle,wet,marine
Pagellus_bogaraveo,890,Iron,0.152,6,,muscle,wet,marine
Pagellus_bogaraveo,890,Selenium,84,6,,muscle,wet,marine
Pagellus_bogaraveo,890,Zinc,0.356,6,,muscle,wet,marine
Pagellus_bogaraveo,890,Calcium,69,6,,muscle,wet,marine
Pagellus_bogaraveo,890,Iron,0.186,6,,muscle,wet,marine
Pagellus_bogaraveo,890,Selenium,71,6,,muscle,wet,marine
Scophthalmus_maximus,1348,Protein,19.2,,,muscle,wet,marine
Hippoglossus_hippoglossus,1371,Protein,22.6,,,muscle,wet,marine
Spondyliosoma_cantharus,1356,Protein,19,,,muscle,wet,marine
Zeus_faber,1370,Protein,20,,,muscle,wet,marine
Sparus_aurata,1164,Protein,20,,,muscle,wet,marine
Chelidonichthys_lucerna,1366,Protein,19,,,muscle,wet,marine
Sciaena_umbra,1707,Protein,20,,,muscle,wet,marine
Sparisoma_cretense,13025,Protein,19,,,muscle,wet,marine
Trisopterus_minutus,481,Protein,20,,,muscle,wet,marine
Pagellus_centrodontus,890,Protein,21,,,muscle,wet,marine
Oblada_melanura,850,Protein,19,,,muscle,wet,marine
Scorpaena_scrofa,1759,Protein,19,,,muscle,wet,marine
Dicentrarchus_labrax,63,Protein,21,,,muscle,wet,marine
Lithognathus_mormyrus,706,Protein,18,,,muscle,wet,marine
Merlangius_merlangus,29,Protein,18,,,muscle,wet,marine
Engraulis_encrasicolus,66,Protein,18.2,,,muscle,wet,marine
Engraulis_encrasicolus,66,Protein,18.1,,,muscle,wet,marine
Engraulis_encrasicolus,66,Protein,21,,,muscle,wet,marine
Boops_boops,203,Protein,17,,,muscle,wet,marine
Boops_boops,203,Protein,18,,,muscle,wet,marine
Boops_boops,203,Protein,20,,,muscle,wet,marine
Sarda_sarda,115,Protein,19,,,muscle,wet,marine
Sarda_sarda,115,Protein,25,,,muscle,wet,marine
Mugil_cephalus,785,Protein,20,,,muscle,wet,mixed
Mugil_cephalus,785,Protein,21,,,muscle,wet,mixed
Mugil_cephalus,785,Protein,18,,,muscle,wet,mixed
Merluccius_merluccius,30,Protein,16,,,muscle,wet,marine
Merluccius_merluccius,30,Protein,17,,,muscle,wet,marine
Merluccius_merluccius,30,Protein,18,,,muscle,wet,marine
Scomber_scombrus,118,Protein,18,,,muscle,wet,marine
Dentex_dentex,439,Protein,15,,,muscle,wet,marine
Dentex_dentex,439,Protein,18,,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Protein,19,,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Protein,15,,,muscle,wet,marine
Mullus_barbatus_barbatus,790,Protein,18,,,muscle,wet,marine
Sarpa_salpa,204,Protein,18,,,muscle,wet,marine
Sarpa_salpa,204,Protein,18,,,muscle,wet,marine
Sardina_pilchardus,1350,Protein,16,,,muscle,wet,marine
Sardina_pilchardus,1350,Protein,18,,,muscle,wet,marine
Sardina_pilchardus,1350,Protein,18,,,muscle,wet,marine
Trachurus_trachurus,1365,Protein,18,,,muscle,wet,marine
Trachurus_trachurus,1365,Protein,20,,,muscle,wet,marine
Katsuwonus_pelamis,107,Protein,22,,,muscle,wet,marine
Katsuwonus_pelamis,107,Protein,23,,,muscle,wet,marine
Solea_solea,525,Protein,18,,,muscle,wet,marine
Solea_solea,525,Protein,16,,,muscle,wet,marine
Scophthalmus_maximus,1348,Protein,19.3,36,,muscle,wet,marine
Scophthalmus_maximus,1348,Zinc,0.12,36,,muscle,wet,marine
Scophthalmus_maximus,1348,Iron,0.08,36,,muscle,wet,marine
Patagonotothen_ramsayi,10308,Protein,18.06,15,,muscle,wet,marine
Patagonotothen_ramsayi,10308,Protein,17.95,15,,muscle,wet,marine
Patagonotothen_ramsayi,10308,Protein,13.96,15,,muscle,wet,marine
Patagonotothen_ramsayi,10308,Protein,17.92,,,muscle,wet,marine
Siganus_rivulatus,4545,Protein,19.27,,,muscle,wet,marine
Siganus_rivulatus,4545,Protein,18.45,,,muscle,wet,marine
Siganus_rivulatus,4545,Protein,19.34,,,muscle,wet,marine
Siganus_rivulatus,4545,Protein,17.82,,,muscle,wet,marine
Siganus_rivulatus,4545,Protein,22.44,,,muscle,wet,marine
Siganus_rivulatus,4545,Protein,21.13,,,muscle,wet,marine
Siganus_rivulatus,4545,Protein,19.09,,,muscle,wet,marine
Siganus_rivulatus,4545,Protein,20.14,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Protein,20.38,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Protein,18.11,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Protein,18.71,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Protein,18.59,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Protein,19.38,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Protein,20.18,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Protein,19.27,,,muscle,wet,marine
Diplodus_sargus_sargus,1753,Protein,19.83,,,muscle,wet,marine
Parastromateus_niger,1947,Protein,19.55,3,,muscle,wet,marine
Pampus_argenteus,491,Protein,18.63,3,,muscle,wet,marine
Megalapsis_cordyla,384,Protein,20.86,3,,muscle,wet,marine
Rastrelliger_kanagurta,111,Protein,20.51,3,,muscle,wet,marine
Chirocentrus_dorab,6358,Protein,20.83,3,,muscle,wet,marine
Selaroides_leptolepis,388,Protein,19.98,3,,muscle,wet,marine
Eleutheronema_tetradactylum,340,Protein,20.14,3,,muscle,wet,marine
Ethmalosa_fimbriata,1594,Protein,19.01,3,,muscle,wet,marine
Scomberomorus_guttatus,123,Protein,19.77,3,,muscle,wet,marine
Tenualosa_macroura,1597,Protein,17.46,3,,muscle,wet,marine
Lutjanus_johnii,264,Protein,19.41,3,,muscle,wet,marine
Epinephelus_sexfasciatus,4825,Protein,18.87,3,,muscle,wet,marine
Nemipterus_japonicus,4559,Protein,18.17,3,,muscle,wet,marine
Leptomelanosoma_indicum,4469,Protein,19.59,3,,muscle,wet,marine
Lutjanus_argentimaculatus,1407,Protein,20.45,3,,muscle,wet,marine
